userName,content,score,date,source,translated_content,year
ꜱᴀʜᴀɴ ɪᴘꜱɪᴛʜᴀ ʙᴀɴᴅᴀʀᴀ,😡,1,2020-11-18 14:18:55,Google Play,😡,2020.0
Noël N,"Doesn't have a payment option for Amex cards, very outdated interface too! Don't download..",1,2020-11-17 15:58:14,Google Play,"Doesn't have a payment option for Amex cards, very outdated interface too! Don't download..",2020.0
Chathurangi Chandrasekara,Super app Thank slt,5,2020-11-16 07:15:11,Google Play,Super app Thank slt,2020.0
buddhika tharanga,Totally a worst at all,1,2020-11-15 17:37:42,Google Play,Totally a worst at all,2020.0
Muhunthan S,The worst app ever.,1,2020-11-14 11:41:22,Google Play,The worst app ever.,2020.0
Lakmali Abey,This is bad app,1,2020-11-14 11:35:07,Google Play,This is bad app,2020.0
Ki Gallery,😊😊😊😊😊,5,2020-11-13 17:52:04,Google Play,😊😊😊😊😊,2020.0
Kaveesha Charuka,Can not subscribe 🙁,1,2020-11-11 16:41:09,Google Play,Can not subscribe 🙁,2020.0
Ananda Herath,Good,5,2020-11-11 15:44:02,Google Play,Good,2020.0
MHHK EKANAYAKE,This is a very bad app. Don't install this type of slt apps.,1,2020-11-11 10:28:41,Google Play,This is a very bad app. Don't install this type of slt apps.,2020.0
privin cleon,Good,5,2020-11-09 01:09:50,Google Play,Good,2020.0
Sebastian Harshan,User experience needs to be improved along with an interactive UI. Some features don't work; even simple features like: Profile Management. This app is in dire need some of serious software engineering.,1,2020-11-07 10:03:01,Google Play,User experience needs to be improved along with an interactive UI. Some features don't work; even simple features like: Profile Management. This app is in dire need some of serious software engineering.,2020.0
Manike Belikotuwa,What is this mad app .,4,2020-11-06 05:48:16,Google Play,What is this mad app .,2020.0
Swearnalatha Ganeshan,Very bad cannot log in,1,2020-11-05 17:04:28,Google Play,Very bad cannot log in,2020.0
Tharindu Rodrigo,"As a main telco service provider, u should have a better app with full functional, test before hand to users. This app sucks can't move from the terms and conditions ar all. Total waste!!",1,2020-11-05 14:33:22,Google Play,"As a main telco service provider, u should have a better app with full functional, test before hand to users. This app sucks can't move from the terms and conditions ar all. Total waste!!",2020.0
Varuni Perera,Whats the slt account number I have to enter? I tried the phone connection number but it says incorrect.,1,2020-11-03 14:39:05,Google Play,Whats the slt account number I have to enter? I tried the phone connection number but it says incorrect.,2020.0
Ned Diego,Useless,1,2020-11-03 11:24:48,Google Play,Useless,2020.0
Team Hogwarts,Total waste app😡😡😡,1,2020-11-02 11:48:29,Google Play,Total waste app😡😡😡,2020.0
Saman Palitha,Very useful with sharing knowledge and understanding of the day and time of the day my,4,2020-10-28 14:46:31,Google Play,Very useful with sharing knowledge and understanding of the day and time of the day my,2020.0
Madhu Samarasinghe,Super but not update,4,2020-10-28 08:40:35,Google Play,Super but not update,2020.0
Vajira Perera,No use does not work. SLT has a huge staff and does nothing to improve service. Apps full if bugs. Online payments do not work. OTP never reaches the phone.,1,2020-10-28 06:39:59,Google Play,No use does not work. SLT has a huge staff and does nothing to improve service. Apps full if bugs. Online payments do not work. OTP never reaches the phone.,2020.0
mishan randika,Terrible app with bad user experience. Most of the features not working as expected. User have to go to the web site and find things because app doesn't provide many information. Need a bigger upgrade on this.,2,2020-10-27 15:56:24,Google Play,Terrible app with bad user experience. Most of the features not working as expected. User have to go to the web site and find things because app doesn't provide many information. Need a bigger upgrade on this.,2020.0
Mahesh Prriyankara De Alwis,Excellent,5,2020-10-27 15:30:05,Google Play,Excellent,2020.0
Pawan Singh,"Useless app, doesn't work most of the time.",1,2020-10-27 14:17:56,Google Play,"Useless app, doesn't work most of the time.",2020.0
Thanushan Raveendran,Very poor service,1,2020-10-27 14:09:16,Google Play,Very poor service,2020.0
Himali Ludmila,SLT have two MySLT apps,3,2020-10-24 16:23:46,Google Play,SLT have two MySLT apps,2020.0
Lakshan kashitha,Best,5,2020-10-24 14:48:13,Google Play,Best,2020.0
hiran ranathunga,Lory Poor and op,5,2020-10-24 09:30:47,Google Play,Lory Poor and op,2020.0
Kenneth Jayakody,Good app,5,2020-10-24 07:33:07,Google Play,Good app,2020.0
Deemantha Lahandhasinghe,ඊයේ line එක disconnect උනා. අද bill එක pay කරල active කරල බලනකොට 40gb අතුරුදහන්. ඇහුවම කියනවා ඒකට කරන්න දෙයක් නෑලු. මුන් හොර ගුහාවක්.,1,2020-10-23 15:10:49,Google Play,ඊයේ line එක disconnect උනා. අද bill එක pay කරල active කරල බලනකොට 40gb අතුරුදහන්. ඇහුවම කියනවා ඒකට කරන්න දෙයක් නෑලු. මුන් හොර ගුහාවක්.,2020.0
Avin Manimendra,Why can't you guys show the usage simply in MB or GB instead of the percentage. One more thing this app only shows me the usage of the day bundle and the usage of the whole bundle. It is confusing. If you guys issue data as day and night bundles why don't you show the usage like that...,1,2020-10-23 13:49:00,Google Play,Why can't you guys show the usage simply in MB or GB instead of the percentage. One more thing this app only shows me the usage of the day bundle and the usage of the whole bundle. It is confusing. If you guys issue data as day and night bundles why don't you show the usage like that...,2020.0
Eranga Hashara,SUPER,5,2020-10-22 04:42:47,Google Play,SUPER,2020.0
Tilini Goonasekara,Poor condition. Not working properly 👎👎👎👎,1,2020-10-21 16:07:11,Google Play,Poor condition. Not working properly 👎👎👎👎,2020.0
Lakshitha Paranawithana,Excellent,5,2020-10-21 13:54:23,Google Play,Excellent,2020.0
Nadeeka Nilmini Samaratunga,Sometimes are good,3,2020-10-20 17:54:53,Google Play,Sometimes are good,2020.0
Bandara polkotuwa chathuranga,Super App,5,2020-10-20 01:24:07,Google Play,Super App,2020.0
Pujith Pilapitiya,good not bad,3,2020-10-19 15:19:34,Google Play,good not bad,2020.0
Dhanagi Widana,Slow,1,2020-10-19 09:28:53,Google Play,Slow,2020.0
Lasith Ihalagamage,"Still bill payment option is not working (I thought that it might have corrected with this release, but still it is same). After entering details it goes to review page & when I press the pay button there, it goes back to the initial details entering page with empty fields. Tried several times & failed. I'm wondering why the tech can't make a simple app that can make an online payment.. Payment through the browser is also difficult due to a certificate issue.. Very poor service by SLT.. :(",1,2020-10-19 05:49:16,Google Play,"Still bill payment option is not working (I thought that it might have corrected with this release, but still it is same). After entering details it goes to review page & when I press the pay button there, it goes back to the initial details entering page with empty fields. Tried several times & failed. I'm wondering why the tech can't make a simple app that can make an online payment.. Payment through the browser is also difficult due to a certificate issue.. Very poor service by SLT.. :(",2020.0
Lakmina Thushara,Good,5,2020-10-15 17:18:10,Google Play,Good,2020.0
Zhahir NM,"After updated, payment option not better than before. Very difficult to make online payment.",1,2020-10-14 07:24:08,Google Play,"After updated, payment option not better than before. Very difficult to make online payment.",2020.0
Gayan Chathuranga,good,5,2020-10-14 07:22:10,Google Play,good,2020.0
Rasanga wijes,Earlier it was ok.. now the bill payment is not working.. why the developers are not seen this kind of things.. people are mentioning earlier also about this.. just to develop the software is not enough.. it should be up to date.. i don't know why these guys are what doing on their office time..,1,2020-10-13 04:21:55,Google Play,Earlier it was ok.. now the bill payment is not working.. why the developers are not seen this kind of things.. people are mentioning earlier also about this.. just to develop the software is not enough.. it should be up to date.. i don't know why these guys are what doing on their office time..,2020.0
DHK “DK”,You guys are real fakers. I mean my 165Gb package got over within 10 days when I'm not even at home for a week and it got over at night when I'm usually sleep. Shame on you.,1,2020-10-11 16:44:40,Google Play,You guys are real fakers. I mean my 165Gb package got over within 10 days when I'm not even at home for a week and it got over at night when I'm usually sleep. Shame on you.,2020.0
Fuji Yama,🤮,1,2020-10-07 12:06:03,Google Play,🤮,2020.0
manjula dayarathne,"don,t use slt data",1,2020-10-05 12:41:57,Google Play,"don,t use slt data",2020.0
Achiranda Midipolawatta,Useless app! Each time I log into the appa Oops ! Something's wrong no details are shown! No point in using this,1,2020-10-02 05:21:08,Google Play,Useless app! Each time I log into the appa Oops ! Something's wrong no details are shown! No point in using this,2020.0
WinkR Production,This is a good one for slt users.,5,2020-09-30 01:30:08,Google Play,This is a good one for slt users.,2020.0
Abineshk Balasubramaniam,I'm trying to add my broadband connection but its says try later what at what did I want to try to add my connection to slt selfcare,1,2020-09-26 15:07:04,Google Play,I'm trying to add my broadband connection but its says try later what at what did I want to try to add my connection to slt selfcare,2020.0
Nalaka Ranasinghe,Great one,5,2020-09-21 15:05:20,Google Play,Great one,2020.0
Caltus Nelson,Cant add account. Its no bad app. Plz fix all bugs,1,2020-09-21 07:30:42,Google Play,Cant add account. Its no bad app. Plz fix all bugs,2020.0
Manoj Priyankara,Not work,5,2020-09-19 01:30:22,Google Play,Not work,2020.0
Prasad Manjula Pathirage,Excellent,5,2020-09-18 21:27:32,Google Play,Excellent,2020.0
Jerit Fernando,This app is not working. There is no interest by SLT to sort out this issue even after sending many emails with screenshots. What's the point of having apps which are not working? And email addresses which do not send replies?,1,2020-09-17 01:43:40,Google Play,This app is not working. There is no interest by SLT to sort out this issue even after sending many emails with screenshots. What's the point of having apps which are not working? And email addresses which do not send replies?,2020.0
Sahashra Anuhas,Cool,5,2020-09-04 11:35:55,Google Play,Cool,2020.0
Mayilvaganam Senthalan,Good,5,2020-08-30 00:32:59,Google Play,Good,2020.0
Fathima Amna,Good,1,2020-08-28 12:00:01,Google Play,Good,2020.0
Dasith Bhagya,Very disappointed. App is very low to load,1,2020-08-28 04:24:41,Google Play,Very disappointed. App is very low to load,2020.0
Pradeep Monika,Super,5,2020-08-26 10:46:04,Google Play,Super,2020.0
Yuneth Withanachchi,Not that bad,2,2020-08-24 09:24:21,Google Play,Not that bad,2020.0
Dhimar Doole,Cannot enter ID deatails,1,2020-08-23 05:46:57,Google Play,Cannot enter ID deatails,2020.0
Sandra De Silva,When i add extra data it finishers in no time. I am confused my usage is 1gb or less for a day I added 10gb on 17th August . 22nd my balance is only 1gb. How come this happen?🙄 They are faking with our money. And worest is non of their apps works properly and does not provide information we need to check. We need to see our day and night balance seperately and extra gb usage seperately. Worse service ever....😡,1,2020-08-22 06:20:46,Google Play,When i add extra data it finishers in no time. I am confused my usage is 1gb or less for a day I added 10gb on 17th August . 22nd my balance is only 1gb. How come this happen?🙄 They are faking with our money. And worest is non of their apps works properly and does not provide information we need to check. We need to see our day and night balance seperately and extra gb usage seperately. Worse service ever....😡,2020.0
